Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Bundesland_pretty
2021-10,32.0,ALL,Okt.21,FA für Kinder- und Jugendpsychiatrie,506.0,251.0,757.0,Alle
2021-10,34.0,ALL,Okt.21,FA für medizinische Biologie,,,,Alle
2021-10,50.0,ALL,Okt.21,FA für medizinische und chemische Labordiagnostik,95.0,157.0,252.0,Alle
2021-10,53.0,ALL,Okt.21,FA für Pathologie und Histologie,14.0,23.0,37.0,Alle
2021-10,55.0,ALL,Okt.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,16.0,16.0,32.0,Alle
2021-10,,ALL,Okt.21,Gesamt,207281.0,115004.0,322285.0,Alle
2021-11,5.0,ALL,Nov.21,FA für Haut- und Geschlechtskrankheiten,17916.0,10687.0,28603.0,Alle
2021-11,6.0,ALL,Nov.21,FA für Frauenheilkunde und Geburtshilfe,37299.0,20111.0,57410.0,Alle
2021-11,7.0,ALL,Nov.21,FA für Innere Medizin,21358.0,8061.0,29419.0,Alle
2021-11,8.0,ALL,Nov.21,FA für Kinder- und Jugendheilkunde,11023.0,16639.0,27662.0,Alle
2021-11,9.0,ALL,Nov.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",4925.0,3886.0,8811.0,Alle
2021-11,10.0,ALL,Nov.21,FA für Lungenkrankheiten,706.0,860.0,1566.0,Alle
2021-11,11.0,ALL,Nov.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4646.0,2452.0,7098.0,Alle
2021-11,12.0,ALL,Nov.21,FA für Orthopädie und orthopädische Chirurgie,14560.0,6784.0,21344.0,Alle
2021-11,13.0,ALL,Nov.21,FA für Physikalische Medizin,482.0,478.0,960.0,Alle
2021-11,14.0,ALL,Nov.21,FA für Radiologie,1433.0,729.0,2162.0,Alle
2021-11,15.0,ALL,Nov.21,FA für Unfallchirurgie,3851.0,2403.0,6254.0,Alle
2021-11,16.0,ALL,Nov.21,FA für Urologie,5486.0,2049.0,7535.0,Alle
2021-11,18.0,ALL,Nov.21,FA für Neurochirurgie,918.0,335.0,1253.0,Alle
2021-11,19.0,ALL,Nov.21,FA für Neurologie,3955.0,1579.0,5534.0,Alle
2021-11,20.0,ALL,Nov.21,FA für Psychiatrie,4332.0,3348.0,7680.0,Alle
2021-11,21.0,ALL,Nov.21,FA für Plastische Chirurgie,269.0,192.0,461.0,Alle
2021-11,22.0,ALL,Nov.21,FA für Kinderchirurgie,39.0,128.0,167.0,Alle
2021-11,23.0,ALL,Nov.21,"FA für Mund., Kiefer- und Gesichtschirurgie",482.0,136.0,618.0,Alle
2021-11,24.0,ALL,Nov.21,FA für Nuklearmedizin,541.0,415.0,956.0,Alle
2021-11,26.0,ALL,Nov.21,FA für Strahlentherapie - Radioonkologie,10.0,7.0,17.0,Alle
2021-11,29.0,ALL,Nov.21,FA für Immunologie,7.0,9.0,16.0,Alle
2021-11,32.0,ALL,Nov.21,FA für Kinder- und Jugendpsychiatrie,571.0,314.0,885.0,Alle
2021-11,34.0,ALL,Nov.21,FA für medizinische Biologie,,,,Alle
2021-11,50.0,ALL,Nov.21,FA für medizinische und chemische Labordiagnostik,107.0,169.0,276.0,Alle
2021-11,53.0,ALL,Nov.21,FA für Pathologie und Histologie,16.0,22.0,38.0,Alle
2021-11,55.0,ALL,Nov.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,18.0,11.0,29.0,Alle
2021-11,,ALL,Nov.21,Gesamt,208295.0,126795.0,335090.0,Alle
2021-12,5.0,ALL,Dez.21,FA für Haut- und Geschlechtskrankheiten,17302.0,13906.0,31208.0,Alle
2021-12,6.0,ALL,Dez.21,FA für Frauenheilkunde und Geburtshilfe,34208.0,19628.0,53836.0,Alle
2021-12,7.0,ALL,Dez.21,FA für Innere Medizin,19444.0,9409.0,28853.0,Alle
2021-12,8.0,ALL,Dez.21,FA für Kinder- und Jugendheilkunde,10743.0,16786.0,27529.0,Alle
2021-12,9.0,ALL,Dez.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",3957.0,3380.0,7337.0,Alle
2021-12,10.0,ALL,Dez.21,FA für Lungenkrankheiten,769.0,936.0,1705.0,Alle
2021-12,11.0,ALL,Dez.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3434.0,2188.0,5622.0,Alle
2021-12,12.0,ALL,Dez.21,FA für Orthopädie und orthopädische Chirurgie,12672.0,7163.0,19835.0,Alle
2021-12,13.0,ALL,Dez.21,FA für Physikalische Medizin,425.0,512.0,937.0,Alle
2021-12,14.0,ALL,Dez.21,FA für Radiologie,1133.0,816.0,1949.0,Alle
2021-12,15.0,ALL,Dez.21,FA für Unfallchirurgie,3330.0,2407.0,5737.0,Alle
2021-12,16.0,ALL,Dez.21,FA für Urologie,4733.0,2367.0,7100.0,Alle
2021-12,18.0,ALL,Dez.21,FA für Neurochirurgie,719.0,371.0,1090.0,Alle
2021-12,19.0,ALL,Dez.21,FA für Neurologie,3286.0,1527.0,4813.0,Alle
2021-12,20.0,ALL,Dez.21,FA für Psychiatrie,4162.0,2968.0,7130.0,Alle
2021-12,21.0,ALL,Dez.21,FA für Plastische Chirurgie,235.0,251.0,486.0,Alle
2021-12,22.0,ALL,Dez.21,FA für Kinderchirurgie,26.0,152.0,178.0,Alle
2021-12,23.0,ALL,Dez.21,"FA für Mund., Kiefer- und Gesichtschirurgie",456.0,176.0,632.0,Alle
2021-12,24.0,ALL,Dez.21,FA für Nuklearmedizin,645.0,472.0,1117.0,Alle
2021-12,26.0,ALL,Dez.21,FA für Strahlentherapie - Radioonkologie,17.0,3.0,20.0,Alle
2021-12,29.0,ALL,Dez.21,FA für Immunologie,4.0,15.0,19.0,Alle
2021-12,32.0,ALL,Dez.21,FA für Kinder- und Jugendpsychiatrie,253.0,227.0,480.0,Alle
2021-12,34.0,ALL,Dez.21,FA für medizinische Biologie,,,,Alle
2021-12,50.0,ALL,Dez.21,FA für medizinische und chemische Labordiagnostik,89.0,146.0,235.0,Alle
2021-12,53.0,ALL,Dez.21,FA für Pathologie und Histologie,13.0,16.0,29.0,Alle
2021-12,55.0,ALL,Dez.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,26.0,17.0,43.0,Alle
2021-12,,ALL,Dez.21,Gesamt,185905.0,131355.0,317260.0,Alle
2022-01,5.0,ALL,Jän.22,FA für Haut- und Geschlechtskrankheiten,18148.0,8877.0,27025.0,Alle
2022-01,6.0,ALL,Jän.22,FA für Frauenheilkunde und Geburtshilfe,32622.0,17939.0,50561.0,Alle
2022-01,7.0,ALL,Jän.22,FA für Innere Medizin,19432.0,8318.0,27750.0,Alle
2022-01,8.0,ALL,Jän.22,FA für Kinder- und Jugendheilkunde,11449.0,14618.0,26067.0,Alle
2022-01,9.0,ALL,Jän.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",4317.0,2840.0,7157.0,Alle
2022-01,10.0,ALL,Jän.22,FA für Lungenkrankheiten,682.0,760.0,1442.0,Alle
2022-01,11.0,ALL,Jän.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4074.0,1694.0,5768.0,Alle
2022-01,12.0,ALL,Jän.22,FA für Orthopädie und orthopädische Chirurgie,12962.0,6495.0,19457.0,Alle
2022-01,13.0,ALL,Jän.22,FA für Physikalische Medizin,441.0,383.0,824.0,Alle
2022-01,14.0,ALL,Jän.22,FA für Radiologie,2314.0,766.0,3080.0,Alle
2022-01,15.0,ALL,Jän.22,FA für Unfallchirurgie,3377.0,2407.0,5784.0,Alle
2022-01,16.0,ALL,Jän.22,FA für Urologie,4936.0,1964.0,6900.0,Alle
2022-01,18.0,ALL,Jän.22,FA für Neurochirurgie,638.0,292.0,930.0,Alle
2022-01,19.0,ALL,Jän.22,FA für Neurologie,3514.0,1332.0,4846.0,Alle
2022-01,20.0,ALL,Jän.22,FA für Psychiatrie,3970.0,2394.0,6364.0,Alle
2022-01,21.0,ALL,Jän.22,FA für Plastische Chirurgie,272.0,181.0,453.0,Alle
2022-01,22.0,ALL,Jän.22,FA für Kinderchirurgie,61.0,161.0,222.0,Alle
2022-01,23.0,ALL,Jän.22,"FA für Mund., Kiefer- und Gesichtschirurgie",327.0,111.0,438.0,Alle
2022-01,24.0,ALL,Jän.22,FA für Nuklearmedizin,800.0,414.0,1214.0,Alle
2022-01,26.0,ALL,Jän.22,FA für Strahlentherapie - Radioonkologie,10.0,5.0,15.0,Alle
2022-01,29.0,ALL,Jän.22,FA für Immunologie,8.0,18.0,26.0,Alle
2022-01,32.0,ALL,Jän.22,FA für Kinder- und Jugendpsychiatrie,241.0,221.0,462.0,Alle
2022-01,34.0,ALL,Jän.22,FA für medizinische Biologie,,,,Alle
2022-01,50.0,ALL,Jän.22,FA für medizinische und chemische Labordiagnostik,110.0,201.0,311.0,Alle
2022-01,53.0,ALL,Jän.22,FA für Pathologie und Histologie,23.0,16.0,39.0,Alle
2022-01,55.0,ALL,Jän.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,16.0,11.0,27.0,Alle
2022-01,,ALL,Jän.22,Gesamt,191971.0,118476.0,310447.0,Alle
2022-02,5.0,ALL,Feb.22,FA für Haut- und Geschlechtskrankheiten,18713.0,12462.0,31175.0,Alle
2022-02,6.0,ALL,Feb.22,FA für Frauenheilkunde und Geburtshilfe,36890.0,22596.0,59486.0,Alle
2022-02,7.0,ALL,Feb.22,FA für Innere Medizin,22314.0,10054.0,32368.0,Alle
2022-02,8.0,ALL,Feb.22,FA für Kinder- und Jugendheilkunde,11181.0,16753.0,27934.0,Alle
2022-02,9.0,ALL,Feb.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",4776.0,3267.0,8043.0,Alle
2022-02,10.0,ALL,Feb.22,FA für Lungenkrankheiten,915.0,914.0,1829.0,Alle
2022-02,11.0,ALL,Feb.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4503.0,2543.0,7046.0,Alle
2022-02,12.0,ALL,Feb.22,FA für Orthopädie und orthopädische Chirurgie,14772.0,8006.0,22778.0,Alle
2022-02,13.0,ALL,Feb.22,FA für Physikalische Medizin,495.0,511.0,1006.0,Alle
2022-02,14.0,ALL,Feb.22,FA für Radiologie,1471.0,900.0,2371.0,Alle
2022-02,15.0,ALL,Feb.22,FA für Unfallchirurgie,4038.0,2686.0,6724.0,Alle
2022-02,16.0,ALL,Feb.22,FA für Urologie,5652.0,2501.0,8153.0,Alle
2022-02,18.0,ALL,Feb.22,FA für Neurochirurgie,857.0,372.0,1229.0,Alle
2022-02,19.0,ALL,Feb.22,FA für Neurologie,3858.0,1962.0,5820.0,Alle
2022-02,20.0,ALL,Feb.22,FA für Psychiatrie,4746.0,3634.0,8380.0,Alle
2022-02,21.0,ALL,Feb.22,FA für Plastische Chirurgie,298.0,286.0,584.0,Alle
2022-02,22.0,ALL,Feb.22,FA für Kinderchirurgie,53.0,140.0,193.0,Alle
2022-02,23.0,ALL,Feb.22,"FA für Mund., Kiefer- und Gesichtschirurgie",457.0,129.0,586.0,Alle
2022-02,24.0,ALL,Feb.22,FA für Nuklearmedizin,667.0,599.0,1266.0,Alle
2022-02,26.0,ALL,Feb.22,FA für Strahlentherapie - Radioonkologie,9.0,6.0,15.0,Alle
2022-02,29.0,ALL,Feb.22,FA für Immunologie,11.0,20.0,31.0,Alle
2022-02,32.0,ALL,Feb.22,FA für Kinder- und Jugendpsychiatrie,291.0,282.0,573.0,Alle
2022-02,34.0,ALL,Feb.22,FA für medizinische Biologie,,,,Alle
2022-02,50.0,ALL,Feb.22,FA für medizinische und chemische Labordiagnostik,107.0,168.0,275.0,Alle
2022-02,53.0,ALL,Feb.22,FA für Pathologie und Histologie,17.0,40.0,57.0,Alle
2022-02,55.0,ALL,Feb.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,18.0,9.0,27.0,Alle
2022-02,,ALL,Feb.22,Gesamt,209524.0,141663.0,351187.0,Alle
2022-03,5.0,ALL,Mär.22,FA für Haut- und Geschlechtskrankheiten,20740.0,14618.0,35358.0,Alle
2022-03,6.0,ALL,Mär.22,FA für Frauenheilkunde und Geburtshilfe,38040.0,24723.0,62763.0,Alle
2022-03,7.0,ALL,Mär.22,FA für Innere Medizin,24298.0,11109.0,35407.0,Alle
2022-03,8.0,ALL,Mär.22,FA für Kinder- und Jugendheilkunde,11066.0,17749.0,28815.0,Alle
2022-03,9.0,ALL,Mär.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",5467.0,4150.0,9617.0,Alle
2022-03,10.0,ALL,Mär.22,FA für Lungenkrankheiten,837.0,1025.0,1862.0,Alle
2022-03,11.0,ALL,Mär.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4438.0,2647.0,7085.0,Alle
2022-03,12.0,ALL,Mär.22,FA für Orthopädie und orthopädische Chirurgie,15721.0,8570.0,24291.0,Alle
2022-03,13.0,ALL,Mär.22,FA für Physikalische Medizin,411.0,474.0,885.0,Alle
2022-03,14.0,ALL,Mär.22,FA für Radiologie,2605.0,963.0,3568.0,Alle
2022-03,15.0,ALL,Mär.22,FA für Unfallchirurgie,4450.0,3000.0,7450.0,Alle
2022-03,16.0,ALL,Mär.22,FA für Urologie,6191.0,2637.0,8828.0,Alle
2022-03,18.0,ALL,Mär.22,FA für Neurochirurgie,905.0,425.0,1330.0,Alle
2022-03,19.0,ALL,Mär.22,FA für Neurologie,4032.0,1930.0,5962.0,Alle
2022-03,20.0,ALL,Mär.22,FA für Psychiatrie,4822.0,3810.0,8632.0,Alle
2022-03,21.0,ALL,Mär.22,FA für Plastische Chirurgie,315.0,269.0,584.0,Alle
2022-03,22.0,ALL,Mär.22,FA für Kinderchirurgie,38.0,176.0,214.0,Alle
2022-03,23.0,ALL,Mär.22,"FA für Mund., Kiefer- und Gesichtschirurgie",476.0,192.0,668.0,Alle
2022-03,24.0,ALL,Mär.22,FA für Nuklearmedizin,733.0,600.0,1333.0,Alle
2022-03,26.0,ALL,Mär.22,FA für Strahlentherapie - Radioonkologie,10.0,3.0,13.0,Alle
2022-03,29.0,ALL,Mär.22,FA für Immunologie,13.0,31.0,44.0,Alle
2022-03,32.0,ALL,Mär.22,FA für Kinder- und Jugendpsychiatrie,462.0,343.0,805.0,Alle
2022-03,34.0,ALL,Mär.22,FA für medizinische Biologie,,1.0,1.0,Alle
2022-03,50.0,ALL,Mär.22,FA für medizinische und chemische Labordiagnostik,106.0,154.0,260.0,Alle
2022-03,53.0,ALL,Mär.22,FA für Pathologie und Histologie,24.0,49.0,73.0,Alle
2022-03,55.0,ALL,Mär.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,6.0,5.0,11.0,Alle
2022-03,,ALL,Mär.22,Gesamt,227034.0,156999.0,384033.0,Alle
2022-04,5.0,ALL,Apr.22,FA für Haut- und Geschlechtskrankheiten,18631.0,12181.0,30812.0,Alle
2022-04,6.0,ALL,Apr.22,FA für Frauenheilkunde und Geburtshilfe,33891.0,20872.0,54763.0,Alle
2022-04,7.0,ALL,Apr.22,FA für Innere Medizin,21930.0,10313.0,32243.0,Alle
2022-04,8.0,ALL,Apr.22,FA für Kinder- und Jugendheilkunde,10324.0,15937.0,26261.0,Alle
2022-04,9.0,ALL,Apr.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",5241.0,3471.0,8712.0,Alle
2022-04,10.0,ALL,Apr.22,FA für Lungenkrankheiten,642.0,968.0,1610.0,Alle
2022-04,11.0,ALL,Apr.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3871.0,2231.0,6102.0,Alle
2022-04,12.0,ALL,Apr.22,FA für Orthopädie und orthopädische Chirurgie,15280.0,7444.0,22724.0,Alle
2022-04,13.0,ALL,Apr.22,FA für Physikalische Medizin,541.0,435.0,976.0,Alle
2022-04,14.0,ALL,Apr.22,FA für Radiologie,1782.0,911.0,2693.0,Alle
2022-04,15.0,ALL,Apr.22,FA für Unfallchirurgie,3922.0,2515.0,6437.0,Alle
2022-04,16.0,ALL,Apr.22,FA für Urologie,5619.0,2366.0,7985.0,Alle
2022-04,18.0,ALL,Apr.22,FA für Neurochirurgie,795.0,347.0,1142.0,Alle
2022-04,19.0,ALL,Apr.22,FA für Neurologie,3926.0,1868.0,5794.0,Alle
2022-04,20.0,ALL,Apr.22,FA für Psychiatrie,4638.0,3176.0,7814.0,Alle
2022-04,21.0,ALL,Apr.22,FA für Plastische Chirurgie,301.0,275.0,576.0,Alle
2022-04,22.0,ALL,Apr.22,FA für Kinderchirurgie,37.0,153.0,190.0,Alle
2022-04,23.0,ALL,Apr.22,"FA für Mund., Kiefer- und Gesichtschirurgie",442.0,188.0,630.0,Alle
2022-04,24.0,ALL,Apr.22,FA für Nuklearmedizin,674.0,551.0,1225.0,Alle
2022-04,26.0,ALL,Apr.22,FA für Strahlentherapie - Radioonkologie,20.0,5.0,25.0,Alle
2022-04,29.0,ALL,Apr.22,FA für Immunologie,4.0,18.0,22.0,Alle
2022-04,32.0,ALL,Apr.22,FA für Kinder- und Jugendpsychiatrie,359.0,297.0,656.0,Alle
2022-04,34.0,ALL,Apr.22,FA für medizinische Biologie,,,,Alle
2022-04,50.0,ALL,Apr.22,FA für medizinische und chemische Labordiagnostik,62.0,102.0,164.0,Alle
2022-04,53.0,ALL,Apr.22,FA für Pathologie und Histologie,22.0,26.0,48.0,Alle
2022-04,55.0,ALL,Apr.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,18.0,10.0,28.0,Alle
2022-04,,ALL,Apr.22,Gesamt,208062.0,137557.0,345619.0,Alle
2022-05,5.0,ALL,Mai.22,FA für Haut- und Geschlechtskrankheiten,20038.0,11765.0,31803.0,Alle
2022-05,6.0,ALL,Mai.22,FA für Frauenheilkunde und Geburtshilfe,37982.0,21437.0,59419.0,Alle
2022-05,7.0,ALL,Mai.22,FA für Innere Medizin,23225.0,9483.0,32708.0,Alle
2022-05,8.0,ALL,Mai.22,FA für Kinder- und Jugendheilkunde,9728.0,15304.0,25032.0,Alle
2022-05,9.0,ALL,Mai.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",5140.0,3647.0,8787.0,Alle
2022-05,10.0,ALL,Mai.22,FA für Lungenkrankheiten,707.0,1051.0,1758.0,Alle
2022-05,11.0,ALL,Mai.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4697.0,2206.0,6903.0,Alle
2022-05,12.0,ALL,Mai.22,FA für Orthopädie und orthopädische Chirurgie,14766.0,7153.0,21919.0,Alle
2022-05,13.0,ALL,Mai.22,FA für Physikalische Medizin,584.0,534.0,1118.0,Alle
2022-05,14.0,ALL,Mai.22,FA für Radiologie,1727.0,869.0,2596.0,Alle
2022-05,15.0,ALL,Mai.22,FA für Unfallchirurgie,4506.0,2616.0,7122.0,Alle
2022-05,16.0,ALL,Mai.22,FA für Urologie,6459.0,2498.0,8957.0,Alle
2022-05,18.0,ALL,Mai.22,FA für Neurochirurgie,929.0,318.0,1247.0,Alle
2022-05,19.0,ALL,Mai.22,FA für Neurologie,4307.0,1713.0,6020.0,Alle
2022-05,20.0,ALL,Mai.22,FA für Psychiatrie,5388.0,3592.0,8980.0,Alle
2022-05,21.0,ALL,Mai.22,FA für Plastische Chirurgie,318.0,232.0,550.0,Alle
2022-05,22.0,ALL,Mai.22,FA für Kinderchirurgie,36.0,95.0,131.0,Alle
2022-05,23.0,ALL,Mai.22,"FA für Mund., Kiefer- und Gesichtschirurgie",512.0,206.0,718.0,Alle
2022-05,24.0,ALL,Mai.22,FA für Nuklearmedizin,639.0,488.0,1127.0,Alle
2022-05,26.0,ALL,Mai.22,FA für Strahlentherapie - Radioonkologie,20.0,11.0,31.0,Alle
2022-05,29.0,ALL,Mai.22,FA für Immunologie,6.0,10.0,16.0,Alle
2022-05,32.0,ALL,Mai.22,FA für Kinder- und Jugendpsychiatrie,386.0,290.0,676.0,Alle
2022-05,34.0,ALL,Mai.22,FA für medizinische Biologie,,,,Alle
2022-05,50.0,ALL,Mai.22,FA für medizinische und chemische Labordiagnostik,77.0,71.0,148.0,Alle
2022-05,53.0,ALL,Mai.22,FA für Pathologie und Histologie,38.0,23.0,61.0,Alle
2022-05,55.0,ALL,Mai.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,10.0,8.0,18.0,Alle
2022-05,,ALL,Mai.22,Gesamt,218126.0,134119.0,352245.0,Alle
2022-06,5.0,ALL,Jun.22,FA für Haut- und Geschlechtskrankheiten,21647.0,11523.0,33170.0,Alle
2022-06,6.0,ALL,Jun.22,FA für Frauenheilkunde und Geburtshilfe,36894.0,21918.0,58812.0,Alle
2022-06,7.0,ALL,Jun.22,FA für Innere Medizin,23240.0,9839.0,33079.0,Alle
2022-06,8.0,ALL,Jun.22,FA für Kinder- und Jugendheilkunde,13186.0,16019.0,29205.0,Alle
2022-06,9.0,ALL,Jun.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",6006.0,3589.0,9595.0,Alle
2022-06,10.0,ALL,Jun.22,FA für Lungenkrankheiten,600.0,918.0,1518.0,Alle
2022-06,11.0,ALL,Jun.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4636.0,1925.0,6561.0,Alle
2022-06,12.0,ALL,Jun.22,FA für Orthopädie und orthopädische Chirurgie,14603.0,7339.0,21942.0,Alle
2022-06,13.0,ALL,Jun.22,FA für Physikalische Medizin,428.0,309.0,737.0,Alle
2022-06,14.0,ALL,Jun.22,FA für Radiologie,1599.0,771.0,2370.0,Alle
2022-06,15.0,ALL,Jun.22,FA für Unfallchirurgie,3782.0,2515.0,6297.0,Alle
2022-06,16.0,ALL,Jun.22,FA für Urologie,6631.0,2441.0,9072.0,Alle
2022-06,18.0,ALL,Jun.22,FA für Neurochirurgie,846.0,377.0,1223.0,Alle
2022-06,19.0,ALL,Jun.22,FA für Neurologie,3888.0,1489.0,5377.0,Alle
2022-06,20.0,ALL,Jun.22,FA für Psychiatrie,5544.0,3163.0,8707.0,Alle
2022-06,21.0,ALL,Jun.22,FA für Plastische Chirurgie,250.0,227.0,477.0,Alle
2022-06,22.0,ALL,Jun.22,FA für Kinderchirurgie,41.0,127.0,168.0,Alle
2022-06,23.0,ALL,Jun.22,"FA für Mund., Kiefer- und Gesichtschirurgie",343.0,147.0,490.0,Alle
2022-06,24.0,ALL,Jun.22,FA für Nuklearmedizin,713.0,419.0,1132.0,Alle
2022-06,26.0,ALL,Jun.22,FA für Strahlentherapie - Radioonkologie,10.0,3.0,13.0,Alle
2022-06,29.0,ALL,Jun.22,FA für Immunologie,5.0,21.0,26.0,Alle
2022-06,32.0,ALL,Jun.22,FA für Kinder- und Jugendpsychiatrie,435.0,271.0,706.0,Alle
2022-06,34.0,ALL,Jun.22,FA für medizinische Biologie,,3.0,3.0,Alle
2022-06,50.0,ALL,Jun.22,FA für medizinische und chemische Labordiagnostik,91.0,45.0,136.0,Alle
2022-06,53.0,ALL,Jun.22,FA für Pathologie und Histologie,46.0,30.0,76.0,Alle
2022-06,55.0,ALL,Jun.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,13.0,11.0,24.0,Alle
2022-06,,ALL,Jun.22,Gesamt,226092.0,133643.0,359735.0,Alle
2022-07,5.0,ALL,Jul.22,FA für Haut- und Geschlechtskrankheiten,20986.0,11981.0,32967.0,Alle
2022-07,6.0,ALL,Jul.22,FA für Frauenheilkunde und Geburtshilfe,41059.0,21664.0,62723.0,Alle
2022-07,7.0,ALL,Jul.22,FA für Innere Medizin,23721.0,10263.0,33984.0,Alle
2022-07,8.0,ALL,Jul.22,FA für Kinder- und Jugendheilkunde,12916.0,16612.0,29528.0,Alle
2022-07,9.0,ALL,Jul.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",6118.0,3584.0,9702.0,Alle
2022-07,10.0,ALL,Jul.22,FA für Lungenkrankheiten,625.0,730.0,1355.0,Alle
2022-07,11.0,ALL,Jul.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4457.0,1828.0,6285.0,Alle
2022-07,12.0,ALL,Jul.22,FA für Orthopädie und orthopädische Chirurgie,16328.0,7431.0,23759.0,Alle
2022-07,13.0,ALL,Jul.22,FA für Physikalische Medizin,454.0,368.0,822.0,Alle
2022-07,14.0,ALL,Jul.22,FA für Radiologie,1719.0,745.0,2464.0,Alle
2022-07,15.0,ALL,Jul.22,FA für Unfallchirurgie,3951.0,2585.0,6536.0,Alle
2022-07,16.0,ALL,Jul.22,FA für Urologie,6683.0,2291.0,8974.0,Alle
2022-07,18.0,ALL,Jul.22,FA für Neurochirurgie,814.0,423.0,1237.0,Alle
2022-07,19.0,ALL,Jul.22,FA für Neurologie,3809.0,1390.0,5199.0,Alle
2022-07,20.0,ALL,Jul.22,FA für Psychiatrie,4413.0,2958.0,7371.0,Alle
2022-07,21.0,ALL,Jul.22,FA für Plastische Chirurgie,315.0,224.0,539.0,Alle
2022-07,22.0,ALL,Jul.22,FA für Kinderchirurgie,46.0,135.0,181.0,Alle
2022-07,23.0,ALL,Jul.22,"FA für Mund., Kiefer- und Gesichtschirurgie",343.0,160.0,503.0,Alle
2022-07,24.0,ALL,Jul.22,FA für Nuklearmedizin,792.0,437.0,1229.0,Alle
2022-07,26.0,ALL,Jul.22,FA für Strahlentherapie - Radioonkologie,13.0,1.0,14.0,Alle
2022-07,29.0,ALL,Jul.22,FA für Immunologie,2.0,15.0,17.0,Alle
2022-07,32.0,ALL,Jul.22,FA für Kinder- und Jugendpsychiatrie,474.0,243.0,717.0,Alle
2022-07,34.0,ALL,Jul.22,FA für medizinische Biologie,,,,Alle
2022-07,50.0,ALL,Jul.22,FA für medizinische und chemische Labordiagnostik,79.0,59.0,138.0,Alle
2022-07,53.0,ALL,Jul.22,FA für Pathologie und Histologie,26.0,14.0,40.0,Alle
2022-07,55.0,ALL,Jul.22,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,10.0,14.0,24.0,Alle
2022-07,,ALL,Jul.22,Gesamt,230875.0,136814.0,367689.0,Alle
2022-08,5.0,ALL,Aug.22,FA für Haut- und Geschlechtskrankheiten,18420.0,11528.0,29948.0,Alle
2022-08,6.0,ALL,Aug.22,FA für Frauenheilkunde und Geburtshilfe,35761.0,21037.0,56798.0,Alle
2022-08,7.0,ALL,Aug.22,FA für Innere Medizin,21514.0,9833.0,31347.0,Alle
2022-08,8.0,ALL,Aug.22,FA für Kinder- und Jugendheilkunde,10651.0,15938.0,26589.0,Alle
2022-08,9.0,ALL,Aug.22,"FA für Hals-, Nasen- und Ohrenerkrankungen",5865.0,3901.0,9766.0,Alle
2022-08,10.0,ALL,Aug.22,FA für Lungenkrankheiten,633.0,822.0,1455.0,Alle
2022-08,11.0,ALL,Aug.22,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3883.0,1913.0,5796.0,Alle
2022-08,12.0,ALL,Aug.22,FA für Orthopädie und orthopädische Chirurgie,15280.0,7515.0,22795.0,Alle
2022-08,13.0,ALL,Aug.22,FA für Physikalische Medizin,353.0,329.0,682.0,Alle
2022-08,14.0,ALL,Aug.22,FA für Radiologie,1570.0,842.0,2412.0,Alle
2022-08,15.0,ALL,Aug.22,FA für Unfallchirurgie,3414.0,2448.0,5862.0,Alle
2022-08,16.0,ALL,Aug.22,FA für Urologie,6347.0,2255.0,8602.0,Alle
2022-08,18.0,ALL,Aug.22,FA für Neurochirurgie,763.0,314.0,1077.0,Alle
2022-08,19.0,ALL,Aug.22,FA für Neurologie,3551.0,1601.0,5152.0,Alle
2022-08,20.0,ALL,Aug.22,FA für Psychiatrie,3740.0,3170.0,6910.0,Alle
2022-08,21.0,ALL,Aug.22,FA für Plastische Chirurgie,249.0,212.0,461.0,Alle
