Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Year,Bundesland_pretty
2023-01,12.0,ÖGK-N,Jän.23,FA für Orthopädie und orthopädische Chirurgie,5548.0,2881.0,8429.0,2023,Niederösterreich
2023-01,13.0,ÖGK-N,Jän.23,FA für Physikalische Medizin,269.0,210.0,479.0,2023,Niederösterreich
2023-01,14.0,ÖGK-N,Jän.23,FA für Radiologie,183.0,104.0,287.0,2023,Niederösterreich
2023-01,15.0,ÖGK-N,Jän.23,FA für Unfallchirurgie,919.0,487.0,1406.0,2023,Niederösterreich
2023-01,16.0,ÖGK-N,Jän.23,FA für Urologie,1557.0,853.0,2410.0,2023,Niederösterreich
2023-01,18.0,ÖGK-N,Jän.23,FA für Neurochirurgie,192.0,71.0,263.0,2023,Niederösterreich
2023-01,19.0,ÖGK-N,Jän.23,FA für Neurologie,1390.0,356.0,1746.0,2023,Niederösterreich
2023-01,20.0,ÖGK-N,Jän.23,FA für Psychiatrie,1217.0,839.0,2056.0,2023,Niederösterreich
2023-01,21.0,ÖGK-N,Jän.23,FA für Plastische Chirurgie,165.0,88.0,253.0,2023,Niederösterreich
2023-01,22.0,ÖGK-N,Jän.23,FA für Kinderchirurgie,19.0,20.0,39.0,2023,Niederösterreich
2023-01,23.0,ÖGK-N,Jän.23,"FA für Mund., Kiefer- und Gesichtschirurgie",1.0,,1.0,2023,Niederösterreich
2023-01,24.0,ÖGK-N,Jän.23,FA für Nuklearmedizin,228.0,218.0,446.0,2023,Niederösterreich
2023-01,26.0,ÖGK-N,Jän.23,FA für Strahlentherapie - Radioonkologie,5.0,3.0,8.0,2023,Niederösterreich
2023-01,29.0,ÖGK-N,Jän.23,FA für Immunologie,1.0,6.0,7.0,2023,Niederösterreich
2023-01,32.0,ÖGK-N,Jän.23,FA für Kinder- und Jugendpsychiatrie,36.0,40.0,76.0,2023,Niederösterreich
2023-01,34.0,ÖGK-N,Jän.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-01,50.0,ÖGK-N,Jän.23,FA für medizinische und chemische Labordiagnostik,32.0,16.0,48.0,2023,Niederösterreich
2023-01,53.0,ÖGK-N,Jän.23,FA für Pathologie und Histologie,3.0,2.0,5.0,2023,Niederösterreich
2023-01,55.0,ÖGK-N,Jän.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,1.0,1.0,2.0,2023,Niederösterreich
2023-01,,ÖGK-N,Jän.23,Gesamt,40411.0,31280.0,71691.0,2023,Niederösterreich
2023-02,5.0,ÖGK-N,Feb.23,FA für Haut- und Geschlechtskrankheiten,2666.0,3006.0,5672.0,2023,Niederösterreich
2023-02,6.0,ÖGK-N,Feb.23,FA für Frauenheilkunde und Geburtshilfe,4487.0,3935.0,8422.0,2023,Niederösterreich
2023-02,7.0,ÖGK-N,Feb.23,FA für Innere Medizin,3461.0,2758.0,6219.0,2023,Niederösterreich
2023-02,8.0,ÖGK-N,Feb.23,FA für Kinder- und Jugendheilkunde,2662.0,4633.0,7295.0,2023,Niederösterreich
2023-02,9.0,ÖGK-N,Feb.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",893.0,971.0,1864.0,2023,Niederösterreich
2023-02,10.0,ÖGK-N,Feb.23,FA für Lungenkrankheiten,160.0,236.0,396.0,2023,Niederösterreich
2023-02,11.0,ÖGK-N,Feb.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,348.0,211.0,559.0,2023,Niederösterreich
2023-02,12.0,ÖGK-N,Feb.23,FA für Orthopädie und orthopädische Chirurgie,4872.0,2822.0,7694.0,2023,Niederösterreich
2023-02,13.0,ÖGK-N,Feb.23,FA für Physikalische Medizin,274.0,166.0,440.0,2023,Niederösterreich
2023-02,14.0,ÖGK-N,Feb.23,FA für Radiologie,158.0,132.0,290.0,2023,Niederösterreich
2023-02,15.0,ÖGK-N,Feb.23,FA für Unfallchirurgie,663.0,456.0,1119.0,2023,Niederösterreich
2023-02,16.0,ÖGK-N,Feb.23,FA für Urologie,1187.0,798.0,1985.0,2023,Niederösterreich
2023-02,18.0,ÖGK-N,Feb.23,FA für Neurochirurgie,173.0,90.0,263.0,2023,Niederösterreich
2023-02,19.0,ÖGK-N,Feb.23,FA für Neurologie,732.0,338.0,1070.0,2023,Niederösterreich
2023-02,20.0,ÖGK-N,Feb.23,FA für Psychiatrie,770.0,784.0,1554.0,2023,Niederösterreich
2023-02,21.0,ÖGK-N,Feb.23,FA für Plastische Chirurgie,81.0,98.0,179.0,2023,Niederösterreich
2023-02,22.0,ÖGK-N,Feb.23,FA für Kinderchirurgie,16.0,31.0,47.0,2023,Niederösterreich
2023-02,23.0,ÖGK-N,Feb.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Niederösterreich
2023-02,24.0,ÖGK-N,Feb.23,FA für Nuklearmedizin,133.0,187.0,320.0,2023,Niederösterreich
2023-02,26.0,ÖGK-N,Feb.23,FA für Strahlentherapie - Radioonkologie,7.0,3.0,10.0,2023,Niederösterreich
2023-02,29.0,ÖGK-N,Feb.23,FA für Immunologie,1.0,12.0,13.0,2023,Niederösterreich
2023-02,32.0,ÖGK-N,Feb.23,FA für Kinder- und Jugendpsychiatrie,31.0,39.0,70.0,2023,Niederösterreich
2023-02,34.0,ÖGK-N,Feb.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-02,50.0,ÖGK-N,Feb.23,FA für medizinische und chemische Labordiagnostik,20.0,22.0,42.0,2023,Niederösterreich
2023-02,53.0,ÖGK-N,Feb.23,FA für Pathologie und Histologie,1.0,2.0,3.0,2023,Niederösterreich
2023-02,55.0,ÖGK-N,Feb.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,1.0,1.0,2023,Niederösterreich
2023-02,,ÖGK-N,Feb.23,Gesamt,34937.0,30037.0,64974.0,2023,Niederösterreich
2023-03,5.0,ÖGK-N,Mär.23,FA für Haut- und Geschlechtskrankheiten,3642.0,3606.0,7248.0,2023,Niederösterreich
2023-03,6.0,ÖGK-N,Mär.23,FA für Frauenheilkunde und Geburtshilfe,4584.0,4668.0,9252.0,2023,Niederösterreich
2023-03,7.0,ÖGK-N,Mär.23,FA für Innere Medizin,4866.0,3173.0,8039.0,2023,Niederösterreich
2023-03,8.0,ÖGK-N,Mär.23,FA für Kinder- und Jugendheilkunde,3347.0,5505.0,8852.0,2023,Niederösterreich
2023-03,9.0,ÖGK-N,Mär.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1501.0,1220.0,2721.0,2023,Niederösterreich
2023-03,10.0,ÖGK-N,Mär.23,FA für Lungenkrankheiten,247.0,253.0,500.0,2023,Niederösterreich
2023-03,11.0,ÖGK-N,Mär.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,322.0,201.0,523.0,2023,Niederösterreich
2023-03,12.0,ÖGK-N,Mär.23,FA für Orthopädie und orthopädische Chirurgie,5595.0,3310.0,8905.0,2023,Niederösterreich
2023-03,13.0,ÖGK-N,Mär.23,FA für Physikalische Medizin,253.0,202.0,455.0,2023,Niederösterreich
2023-03,14.0,ÖGK-N,Mär.23,FA für Radiologie,199.0,133.0,332.0,2023,Niederösterreich
2023-03,15.0,ÖGK-N,Mär.23,FA für Unfallchirurgie,926.0,503.0,1429.0,2023,Niederösterreich
2023-03,16.0,ÖGK-N,Mär.23,FA für Urologie,1739.0,897.0,2636.0,2023,Niederösterreich
2023-03,18.0,ÖGK-N,Mär.23,FA für Neurochirurgie,203.0,73.0,276.0,2023,Niederösterreich
2023-03,19.0,ÖGK-N,Mär.23,FA für Neurologie,999.0,553.0,1552.0,2023,Niederösterreich
2023-03,20.0,ÖGK-N,Mär.23,FA für Psychiatrie,741.0,860.0,1601.0,2023,Niederösterreich
2023-03,21.0,ÖGK-N,Mär.23,FA für Plastische Chirurgie,95.0,94.0,189.0,2023,Niederösterreich
2023-03,22.0,ÖGK-N,Mär.23,FA für Kinderchirurgie,18.0,48.0,66.0,2023,Niederösterreich
2023-03,23.0,ÖGK-N,Mär.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Niederösterreich
2023-03,24.0,ÖGK-N,Mär.23,FA für Nuklearmedizin,234.0,225.0,459.0,2023,Niederösterreich
2023-03,26.0,ÖGK-N,Mär.23,FA für Strahlentherapie - Radioonkologie,7.0,5.0,12.0,2023,Niederösterreich
2023-03,29.0,ÖGK-N,Mär.23,FA für Immunologie,,6.0,6.0,2023,Niederösterreich
2023-03,32.0,ÖGK-N,Mär.23,FA für Kinder- und Jugendpsychiatrie,41.0,55.0,96.0,2023,Niederösterreich
2023-03,34.0,ÖGK-N,Mär.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-03,50.0,ÖGK-N,Mär.23,FA für medizinische und chemische Labordiagnostik,30.0,20.0,50.0,2023,Niederösterreich
2023-03,53.0,ÖGK-N,Mär.23,FA für Pathologie und Histologie,1.0,3.0,4.0,2023,Niederösterreich
2023-03,55.0,ÖGK-N,Mär.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,6.0,6.0,2023,Niederösterreich
2023-03,,ÖGK-N,Mär.23,Gesamt,39698.0,34683.0,74381.0,2023,Niederösterreich
2023-04,5.0,ÖGK-N,Apr.23,FA für Haut- und Geschlechtskrankheiten,2924.0,2599.0,5523.0,2023,Niederösterreich
2023-04,6.0,ÖGK-N,Apr.23,FA für Frauenheilkunde und Geburtshilfe,4232.0,3207.0,7439.0,2023,Niederösterreich
2023-04,7.0,ÖGK-N,Apr.23,FA für Innere Medizin,3891.0,2395.0,6286.0,2023,Niederösterreich
2023-04,8.0,ÖGK-N,Apr.23,FA für Kinder- und Jugendheilkunde,2063.0,4304.0,6367.0,2023,Niederösterreich
2023-04,9.0,ÖGK-N,Apr.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1164.0,881.0,2045.0,2023,Niederösterreich
2023-04,10.0,ÖGK-N,Apr.23,FA für Lungenkrankheiten,209.0,174.0,383.0,2023,Niederösterreich
2023-04,11.0,ÖGK-N,Apr.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,335.0,146.0,481.0,2023,Niederösterreich
2023-04,12.0,ÖGK-N,Apr.23,FA für Orthopädie und orthopädische Chirurgie,4696.0,2705.0,7401.0,2023,Niederösterreich
2023-04,13.0,ÖGK-N,Apr.23,FA für Physikalische Medizin,290.0,154.0,444.0,2023,Niederösterreich
2023-04,14.0,ÖGK-N,Apr.23,FA für Radiologie,183.0,92.0,275.0,2023,Niederösterreich
2023-04,15.0,ÖGK-N,Apr.23,FA für Unfallchirurgie,643.0,354.0,997.0,2023,Niederösterreich
2023-04,16.0,ÖGK-N,Apr.23,FA für Urologie,1321.0,670.0,1991.0,2023,Niederösterreich
2023-04,18.0,ÖGK-N,Apr.23,FA für Neurochirurgie,154.0,47.0,201.0,2023,Niederösterreich
2023-04,19.0,ÖGK-N,Apr.23,FA für Neurologie,933.0,318.0,1251.0,2023,Niederösterreich
2023-04,20.0,ÖGK-N,Apr.23,FA für Psychiatrie,823.0,561.0,1384.0,2023,Niederösterreich
2023-04,21.0,ÖGK-N,Apr.23,FA für Plastische Chirurgie,109.0,62.0,171.0,2023,Niederösterreich
2023-04,22.0,ÖGK-N,Apr.23,FA für Kinderchirurgie,22.0,35.0,57.0,2023,Niederösterreich
2023-04,23.0,ÖGK-N,Apr.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Niederösterreich
2023-04,24.0,ÖGK-N,Apr.23,FA für Nuklearmedizin,157.0,135.0,292.0,2023,Niederösterreich
2023-04,26.0,ÖGK-N,Apr.23,FA für Strahlentherapie - Radioonkologie,5.0,1.0,6.0,2023,Niederösterreich
2023-04,29.0,ÖGK-N,Apr.23,FA für Immunologie,3.0,2.0,5.0,2023,Niederösterreich
2023-04,32.0,ÖGK-N,Apr.23,FA für Kinder- und Jugendpsychiatrie,28.0,55.0,83.0,2023,Niederösterreich
2023-04,34.0,ÖGK-N,Apr.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-04,50.0,ÖGK-N,Apr.23,FA für medizinische und chemische Labordiagnostik,16.0,6.0,22.0,2023,Niederösterreich
2023-04,53.0,ÖGK-N,Apr.23,FA für Pathologie und Histologie,2.0,1.0,3.0,2023,Niederösterreich
2023-04,55.0,ÖGK-N,Apr.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,1.0,,1.0,2023,Niederösterreich
2023-04,,ÖGK-N,Apr.23,Gesamt,31782.0,25503.0,57285.0,2023,Niederösterreich
2023-05,5.0,ÖGK-N,Mai.23,FA für Haut- und Geschlechtskrankheiten,2787.0,3126.0,5913.0,2023,Niederösterreich
2023-05,6.0,ÖGK-N,Mai.23,FA für Frauenheilkunde und Geburtshilfe,4501.0,3579.0,8080.0,2023,Niederösterreich
2023-05,7.0,ÖGK-N,Mai.23,FA für Innere Medizin,3158.0,3004.0,6162.0,2023,Niederösterreich
2023-05,8.0,ÖGK-N,Mai.23,FA für Kinder- und Jugendheilkunde,3056.0,4200.0,7256.0,2023,Niederösterreich
2023-05,9.0,ÖGK-N,Mai.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",957.0,1135.0,2092.0,2023,Niederösterreich
2023-05,10.0,ÖGK-N,Mai.23,FA für Lungenkrankheiten,171.0,259.0,430.0,2023,Niederösterreich
2023-05,11.0,ÖGK-N,Mai.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,251.0,179.0,430.0,2023,Niederösterreich
2023-05,12.0,ÖGK-N,Mai.23,FA für Orthopädie und orthopädische Chirurgie,4271.0,3323.0,7594.0,2023,Niederösterreich
2023-05,13.0,ÖGK-N,Mai.23,FA für Physikalische Medizin,211.0,184.0,395.0,2023,Niederösterreich
2023-05,14.0,ÖGK-N,Mai.23,FA für Radiologie,160.0,130.0,290.0,2023,Niederösterreich
2023-05,15.0,ÖGK-N,Mai.23,FA für Unfallchirurgie,695.0,482.0,1177.0,2023,Niederösterreich
2023-05,16.0,ÖGK-N,Mai.23,FA für Urologie,1345.0,796.0,2141.0,2023,Niederösterreich
2023-05,18.0,ÖGK-N,Mai.23,FA für Neurochirurgie,124.0,64.0,188.0,2023,Niederösterreich
2023-05,19.0,ÖGK-N,Mai.23,FA für Neurologie,907.0,464.0,1371.0,2023,Niederösterreich
2023-05,20.0,ÖGK-N,Mai.23,FA für Psychiatrie,556.0,797.0,1353.0,2023,Niederösterreich
2023-05,21.0,ÖGK-N,Mai.23,FA für Plastische Chirurgie,79.0,80.0,159.0,2023,Niederösterreich
2023-05,22.0,ÖGK-N,Mai.23,FA für Kinderchirurgie,9.0,32.0,41.0,2023,Niederösterreich
2023-05,23.0,ÖGK-N,Mai.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Niederösterreich
2023-05,24.0,ÖGK-N,Mai.23,FA für Nuklearmedizin,128.0,194.0,322.0,2023,Niederösterreich
2023-05,26.0,ÖGK-N,Mai.23,FA für Strahlentherapie - Radioonkologie,1.0,2.0,3.0,2023,Niederösterreich
2023-05,29.0,ÖGK-N,Mai.23,FA für Immunologie,7.0,7.0,14.0,2023,Niederösterreich
2023-05,32.0,ÖGK-N,Mai.23,FA für Kinder- und Jugendpsychiatrie,13.0,46.0,59.0,2023,Niederösterreich
2023-05,34.0,ÖGK-N,Mai.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-05,50.0,ÖGK-N,Mai.23,FA für medizinische und chemische Labordiagnostik,15.0,23.0,38.0,2023,Niederösterreich
2023-05,53.0,ÖGK-N,Mai.23,FA für Pathologie und Histologie,1.0,3.0,4.0,2023,Niederösterreich
2023-05,55.0,ÖGK-N,Mai.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,2.0,4.0,6.0,2023,Niederösterreich
2023-05,,ÖGK-N,Mai.23,Gesamt,31523.0,29732.0,61255.0,2023,Niederösterreich
2023-06,5.0,ÖGK-N,Jun.23,FA für Haut- und Geschlechtskrankheiten,4303.0,2848.0,7151.0,2023,Niederösterreich
2023-06,6.0,ÖGK-N,Jun.23,FA für Frauenheilkunde und Geburtshilfe,5686.0,3821.0,9507.0,2023,Niederösterreich
2023-06,7.0,ÖGK-N,Jun.23,FA für Innere Medizin,5548.0,2740.0,8288.0,2023,Niederösterreich
2023-06,8.0,ÖGK-N,Jun.23,FA für Kinder- und Jugendheilkunde,2949.0,4079.0,7028.0,2023,Niederösterreich
2023-06,9.0,ÖGK-N,Jun.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1540.0,1088.0,2628.0,2023,Niederösterreich
2023-06,10.0,ÖGK-N,Jun.23,FA für Lungenkrankheiten,283.0,246.0,529.0,2023,Niederösterreich
2023-06,11.0,ÖGK-N,Jun.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,345.0,115.0,460.0,2023,Niederösterreich
2023-06,12.0,ÖGK-N,Jun.23,FA für Orthopädie und orthopädische Chirurgie,6973.0,3138.0,10111.0,2023,Niederösterreich
2023-06,13.0,ÖGK-N,Jun.23,FA für Physikalische Medizin,244.0,153.0,397.0,2023,Niederösterreich
2023-06,14.0,ÖGK-N,Jun.23,FA für Radiologie,217.0,110.0,327.0,2023,Niederösterreich
2023-06,15.0,ÖGK-N,Jun.23,FA für Unfallchirurgie,876.0,365.0,1241.0,2023,Niederösterreich
2023-06,16.0,ÖGK-N,Jun.23,FA für Urologie,1760.0,726.0,2486.0,2023,Niederösterreich
2023-06,18.0,ÖGK-N,Jun.23,FA für Neurochirurgie,242.0,61.0,303.0,2023,Niederösterreich
2023-06,19.0,ÖGK-N,Jun.23,FA für Neurologie,1049.0,344.0,1393.0,2023,Niederösterreich
2023-06,20.0,ÖGK-N,Jun.23,FA für Psychiatrie,803.0,664.0,1467.0,2023,Niederösterreich
2023-06,21.0,ÖGK-N,Jun.23,FA für Plastische Chirurgie,144.0,89.0,233.0,2023,Niederösterreich
2023-06,22.0,ÖGK-N,Jun.23,FA für Kinderchirurgie,14.0,25.0,39.0,2023,Niederösterreich
2023-06,23.0,ÖGK-N,Jun.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Niederösterreich
2023-06,24.0,ÖGK-N,Jun.23,FA für Nuklearmedizin,232.0,182.0,414.0,2023,Niederösterreich
2023-06,26.0,ÖGK-N,Jun.23,FA für Strahlentherapie - Radioonkologie,8.0,4.0,12.0,2023,Niederösterreich
2023-06,29.0,ÖGK-N,Jun.23,FA für Immunologie,4.0,6.0,10.0,2023,Niederösterreich
2023-06,32.0,ÖGK-N,Jun.23,FA für Kinder- und Jugendpsychiatrie,35.0,40.0,75.0,2023,Niederösterreich
2023-06,34.0,ÖGK-N,Jun.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-06,50.0,ÖGK-N,Jun.23,FA für medizinische und chemische Labordiagnostik,45.0,14.0,59.0,2023,Niederösterreich
2023-06,53.0,ÖGK-N,Jun.23,FA für Pathologie und Histologie,1.0,3.0,4.0,2023,Niederösterreich
2023-06,55.0,ÖGK-N,Jun.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,2.0,2.0,2023,Niederösterreich
2023-06,,ÖGK-N,Jun.23,Gesamt,45041.0,27926.0,72967.0,2023,Niederösterreich
2023-07,5.0,ÖGK-N,Jul.23,FA für Haut- und Geschlechtskrankheiten,3927.0,2421.0,6348.0,2023,Niederösterreich
2023-07,6.0,ÖGK-N,Jul.23,FA für Frauenheilkunde und Geburtshilfe,6972.0,3227.0,10199.0,2023,Niederösterreich
2023-07,7.0,ÖGK-N,Jul.23,FA für Innere Medizin,5282.0,2034.0,7316.0,2023,Niederösterreich
2023-07,8.0,ÖGK-N,Jul.23,FA für Kinder- und Jugendheilkunde,3490.0,3380.0,6870.0,2023,Niederösterreich
2023-07,9.0,ÖGK-N,Jul.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1738.0,768.0,2506.0,2023,Niederösterreich
2023-07,10.0,ÖGK-N,Jul.23,FA für Lungenkrankheiten,308.0,200.0,508.0,2023,Niederösterreich
2023-07,11.0,ÖGK-N,Jul.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,515.0,123.0,638.0,2023,Niederösterreich
2023-07,12.0,ÖGK-N,Jul.23,FA für Orthopädie und orthopädische Chirurgie,6477.0,2885.0,9362.0,2023,Niederösterreich
2023-07,13.0,ÖGK-N,Jul.23,FA für Physikalische Medizin,423.0,125.0,548.0,2023,Niederösterreich
2023-07,14.0,ÖGK-N,Jul.23,FA für Radiologie,222.0,93.0,315.0,2023,Niederösterreich
2023-07,15.0,ÖGK-N,Jul.23,FA für Unfallchirurgie,929.0,382.0,1311.0,2023,Niederösterreich
2023-07,16.0,ÖGK-N,Jul.23,FA für Urologie,1774.0,600.0,2374.0,2023,Niederösterreich
2023-07,18.0,ÖGK-N,Jul.23,FA für Neurochirurgie,187.0,50.0,237.0,2023,Niederösterreich
2023-07,19.0,ÖGK-N,Jul.23,FA für Neurologie,1432.0,369.0,1801.0,2023,Niederösterreich
2023-07,20.0,ÖGK-N,Jul.23,FA für Psychiatrie,1348.0,569.0,1917.0,2023,Niederösterreich
2023-07,21.0,ÖGK-N,Jul.23,FA für Plastische Chirurgie,95.0,52.0,147.0,2023,Niederösterreich
2023-07,22.0,ÖGK-N,Jul.23,FA für Kinderchirurgie,22.0,23.0,45.0,2023,Niederösterreich
2023-07,23.0,ÖGK-N,Jul.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Niederösterreich
2023-07,24.0,ÖGK-N,Jul.23,FA für Nuklearmedizin,260.0,147.0,407.0,2023,Niederösterreich
2023-07,26.0,ÖGK-N,Jul.23,FA für Strahlentherapie - Radioonkologie,1.0,1.0,2.0,2023,Niederösterreich
2023-07,29.0,ÖGK-N,Jul.23,FA für Immunologie,3.0,8.0,11.0,2023,Niederösterreich
2023-07,32.0,ÖGK-N,Jul.23,FA für Kinder- und Jugendpsychiatrie,38.0,43.0,81.0,2023,Niederösterreich
2023-07,34.0,ÖGK-N,Jul.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-07,50.0,ÖGK-N,Jul.23,FA für medizinische und chemische Labordiagnostik,26.0,12.0,38.0,2023,Niederösterreich
2023-07,53.0,ÖGK-N,Jul.23,FA für Pathologie und Histologie,2.0,,2.0,2023,Niederösterreich
2023-07,55.0,ÖGK-N,Jul.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,1.0,,1.0,2023,Niederösterreich
2023-07,,ÖGK-N,Jul.23,Gesamt,46959.0,24332.0,71291.0,2023,Niederösterreich
2023-08,5.0,ÖGK-N,Aug.23,FA für Haut- und Geschlechtskrankheiten,2827.0,3014.0,5841.0,2023,Niederösterreich
2023-08,6.0,ÖGK-N,Aug.23,FA für Frauenheilkunde und Geburtshilfe,4396.0,3693.0,8089.0,2023,Niederösterreich
2023-08,7.0,ÖGK-N,Aug.23,FA für Innere Medizin,4168.0,2471.0,6639.0,2023,Niederösterreich
2023-08,8.0,ÖGK-N,Aug.23,FA für Kinder- und Jugendheilkunde,2330.0,4141.0,6471.0,2023,Niederösterreich
2023-08,9.0,ÖGK-N,Aug.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1102.0,1106.0,2208.0,2023,Niederösterreich
2023-08,10.0,ÖGK-N,Aug.23,FA für Lungenkrankheiten,239.0,191.0,430.0,2023,Niederösterreich
2023-08,11.0,ÖGK-N,Aug.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,262.0,146.0,408.0,2023,Niederösterreich
2023-08,12.0,ÖGK-N,Aug.23,FA für Orthopädie und orthopädische Chirurgie,5038.0,3382.0,8420.0,2023,Niederösterreich
2023-08,13.0,ÖGK-N,Aug.23,FA für Physikalische Medizin,174.0,197.0,371.0,2023,Niederösterreich
2023-08,14.0,ÖGK-N,Aug.23,FA für Radiologie,115.0,108.0,223.0,2023,Niederösterreich
2023-08,15.0,ÖGK-N,Aug.23,FA für Unfallchirurgie,666.0,469.0,1135.0,2023,Niederösterreich
2023-08,16.0,ÖGK-N,Aug.23,FA für Urologie,1432.0,709.0,2141.0,2023,Niederösterreich
2023-08,18.0,ÖGK-N,Aug.23,FA für Neurochirurgie,153.0,64.0,217.0,2023,Niederösterreich
2023-08,19.0,ÖGK-N,Aug.23,FA für Neurologie,952.0,476.0,1428.0,2023,Niederösterreich
2023-08,20.0,ÖGK-N,Aug.23,FA für Psychiatrie,563.0,803.0,1366.0,2023,Niederösterreich
2023-08,21.0,ÖGK-N,Aug.23,FA für Plastische Chirurgie,93.0,67.0,160.0,2023,Niederösterreich
2023-08,22.0,ÖGK-N,Aug.23,FA für Kinderchirurgie,7.0,35.0,42.0,2023,Niederösterreich
2023-08,23.0,ÖGK-N,Aug.23,"FA für Mund., Kiefer- und Gesichtschirurgie",1.0,,1.0,2023,Niederösterreich
2023-08,24.0,ÖGK-N,Aug.23,FA für Nuklearmedizin,160.0,174.0,334.0,2023,Niederösterreich
2023-08,26.0,ÖGK-N,Aug.23,FA für Strahlentherapie - Radioonkologie,3.0,2.0,5.0,2023,Niederösterreich
2023-08,29.0,ÖGK-N,Aug.23,FA für Immunologie,5.0,10.0,15.0,2023,Niederösterreich
2023-08,32.0,ÖGK-N,Aug.23,FA für Kinder- und Jugendpsychiatrie,32.0,49.0,81.0,2023,Niederösterreich
2023-08,34.0,ÖGK-N,Aug.23,FA für medizinische Biologie,,,0.0,2023,Niederösterreich
2023-08,50.0,ÖGK-N,Aug.23,FA für medizinische und chemische Labordiagnostik,15.0,17.0,32.0,2023,Niederösterreich
2023-08,53.0,ÖGK-N,Aug.23,FA für Pathologie und Histologie,,1.0,1.0,2023,Niederösterreich
2023-08,55.0,ÖGK-N,Aug.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,2.0,2.0,2023,Niederösterreich
2023-08,,ÖGK-N,Aug.23,Gesamt,34178.0,27899.0,62077.0,2023,Niederösterreich
2023-09,5.0,ÖGK-N,Sep.23,FA für Haut- und Geschlechtskrankheiten,2238.0,2899.0,5137.0,2023,Niederösterreich
2023-09,6.0,ÖGK-N,Sep.23,FA für Frauenheilkunde und Geburtshilfe,6332.0,4119.0,10451.0,2023,Niederösterreich
2023-09,7.0,ÖGK-N,Sep.23,FA für Innere Medizin,3272.0,2597.0,5869.0,2023,Niederösterreich
2023-09,8.0,ÖGK-N,Sep.23,FA für Kinder- und Jugendheilkunde,3398.0,3571.0,6969.0,2023,Niederösterreich
2023-09,9.0,ÖGK-N,Sep.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1151.0,961.0,2112.0,2023,Niederösterreich
2023-09,10.0,ÖGK-N,Sep.23,FA für Lungenkrankheiten,177.0,228.0,405.0,2023,Niederösterreich
2023-09,11.0,ÖGK-N,Sep.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,242.0,144.0,386.0,2023,Niederösterreich
2023-09,12.0,ÖGK-N,Sep.23,FA für Orthopädie und orthopädische Chirurgie,4511.0,3444.0,7955.0,2023,Niederösterreich
2023-09,13.0,ÖGK-N,Sep.23,FA für Physikalische Medizin,280.0,165.0,445.0,2023,Niederösterreich
2023-09,14.0,ÖGK-N,Sep.23,FA für Radiologie,161.0,93.0,254.0,2023,Niederösterreich
2023-09,15.0,ÖGK-N,Sep.23,FA für Unfallchirurgie,567.0,415.0,982.0,2023,Niederösterreich
2023-09,16.0,ÖGK-N,Sep.23,FA für Urologie,1051.0,710.0,1761.0,2023,Niederösterreich
2023-09,18.0,ÖGK-N,Sep.23,FA für Neurochirurgie,128.0,66.0,194.0,2023,Niederösterreich
2023-09,19.0,ÖGK-N,Sep.23,FA für Neurologie,665.0,392.0,1057.0,2023,Niederösterreich
